               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.093363,            0.038953,                   0,             0.33312,             0.28571,             0.32114,            0.084859,            0.070917,            0.040673,                   0,           0.0033238,           0.0033238,            0.070085
